source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"2649735S2164",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「タカタ」",0,"None",19700101,20991231,
"2649735S2172",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「トーワ」",0,"None",19700101,20991231,
"2649735S2199",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「三笠」",0,"None",19700101,20991231,
"2649735S2202",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ユートク」",0,"None",19700101,20991231,
"2649735S2210",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ラクール」",0,"None",19700101,20991231,
"2649735S2229",0,"RINCHU_DRUG","ロキソプロフェンナトリウムテープ５０ｍｇ「ケミファ」",0,"None",19700101,20991231,
"2649735S2237",0,"RINCHU_DRUG","ロキソプロフェンナトリウムテープ５０ｍｇ「タイホウ」",0,"None",19700101,20991231,
"2649735S2245",0,"RINCHU_DRUG","ロキソプロフェンナトリウムテープ５０ｍｇ「日医工」",0,"None",19700101,20991231,
"2649735S2261",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「三友」",0,"None",19700101,20991231,
"2649735S2270",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「久光」",0,"None",19700101,20991231,
"2649735S2288",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＱＱ」",0,"None",19700101,20991231,
"2649735S2296",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＤＳＥＰ」",0,"None",19700101,20991231,
"2649735S2300",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＴＷ」",0,"None",19700101,20991231,
"2649735S3020",0,"RINCHU_DRUG","ロキソニンテープ１００ｍｇ",35156505,"RxNorm Extension",20190311,20991231,""
"2649735S3055",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＦＦＰ」",0,"None",19700101,20991231,
"2649735S3063",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＪＧ」",0,"None",19700101,20991231,
"2649735S3080",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＮＰ」",0,"None",19700101,20991231,
"2649735S3110",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＹＤ」",0,"None",19700101,20991231,
"2649735S3128",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「アメル」",0,"None",19700101,20991231,
"2649735S3136",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「科研」",0,"None",19700101,20991231,
"2649735S3144",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「杏林」",0,"None",19700101,20991231,
"2649735S3152",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「三和」",0,"None",19700101,20991231,
"2649735S3160",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「タカタ」",0,"None",19700101,20991231,
"2649735S3179",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「トーワ」",0,"None",19700101,20991231,
"2649735S3195",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「三笠」",0,"None",19700101,20991231,
"2649735S3209",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ユートク」",0,"None",19700101,20991231,
"2649735S3217",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ラクール」",0,"None",19700101,20991231,
"2649735S3225",0,"RINCHU_DRUG","ロキソプロフェンナトリウムテープ１００ｍｇ「ケミファ」",0,"None",19700101,20991231,
"2649735S3233",0,"RINCHU_DRUG","ロキソプロフェンナトリウムテープ１００ｍｇ「タイホウ」",0,"None",19700101,20991231,
"2649735S3241",0,"RINCHU_DRUG","ロキソプロフェンナトリウムテープ１００ｍｇ「日医工」",0,"None",19700101,20991231,
"2649735S3268",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「三友」",0,"None",19700101,20991231,
"2649735S3276",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「久光」",0,"None",19700101,20991231,
"2649735S3284",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＱＱ」",0,"None",19700101,20991231,
"2649735S3292",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＤＳＥＰ」",0,"None",19700101,20991231,
"2649735S3306",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ１００ｍｇ「ＴＷ」",0,"None",19700101,20991231,
"2649735S4027",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ２００ｍｇ「三笠」",0,"None",19700101,20991231,
"2649735S4035",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ２００ｍｇ「ラクール」",0,"None",19700101,20991231,
"2649800N1029",0,"RINCHU_DRUG","オイラックスＨクリーム",0,"None",19700101,20991231,
"2649801M1028",0,"RINCHU_DRUG","グリメサゾン軟膏",0,"None",19700101,20991231,
"2649803X1015",0,"RINCHU_DRUG","アクリノール・チンク油",0,"None",19700101,20991231,
"2649804X1010",0,"RINCHU_DRUG","フェノール・亜鉛華リニメント",0,"None",19700101,20991231,
"2649804X1109",0,"RINCHU_DRUG","フェノール・亜鉛華リニメント〈ハチ〉",0,"None",19700101,20991231,
"2649804X1125",0,"RINCHU_DRUG","カチリ「ホエイ」",0,"None",19700101,20991231,
"2649804X1192",0,"RINCHU_DRUG","フェノール・亜鉛華リニメント「ニッコー」",0,"None",19700101,20991231,
"2649804X1206",0,"RINCHU_DRUG","カチリ「ヨシダ」",0,"None",19700101,20991231,
"2649804X1265",0,"RINCHU_DRUG","フェノール・亜鉛華リニメント「ホエイ」",0,"None",19700101,20991231,
"2649805M1026",0,"RINCHU_DRUG","ユベラ軟膏",0,"None",19700101,20991231,
"2649843S1039",0,"RINCHU_DRUG","ＭＳ温シップ「タイホウ」",0,"None",19700101,20991231,
"2649843S1055",0,"RINCHU_DRUG","ＭＳ温シップ「タカミツ」",0,"None",19700101,20991231,
"2649843S1071",0,"RINCHU_DRUG","ラクール温シップ",0,"None",19700101,20991231,
"2649852M1020",0,"RINCHU_DRUG","エキザルベ",0,"None",19700101,20991231,
"2649855Q1026",0,"RINCHU_DRUG","カラミンローション＊（丸石）",0,"None",19700101,20991231,
"2649858M1036",0,"RINCHU_DRUG","スチックゼノールＡ",0,"None",19700101,20991231,
"2649865N1023",0,"RINCHU_DRUG","ゼスタッククリーム",0,"None",19700101,20991231,
"2649866M1022",0,"RINCHU_DRUG","強力レスタミンコーチゾンコーワ軟膏",35137567,"RxNorm Extension",20190311,20991231,""
"2649873M1030",0,"RINCHU_DRUG","ツムラ紫雲膏",0,"None",19700101,20991231,
"2649895S1028",0,"RINCHU_DRUG","ＭＳ冷シップ「タイホウ」",0,"None",19700101,20991231,
"2649895S1044",0,"RINCHU_DRUG","ＭＳ冷シップ「タカミツ」",0,"None",19700101,20991231,
"2649895S1052",0,"RINCHU_DRUG","ラクール冷シップ",0,"None",19700101,20991231,
"2649896S1022",0,"RINCHU_DRUG","ロコアテープ",0,"None",19700101,20991231,
"2649950M1143",0,"RINCHU_DRUG","ヒルドイドゲル０．３％",0,"None",19700101,20991231,
"2649950M1178",0,"RINCHU_DRUG","ヘパリン類似物質ゲル０．３％「アメル」",0,"None",19700101,20991231,
"2649950M1208",0,"RINCHU_DRUG","ヘパリン類似物質ゲル０．３％「日医工」",0,"None",19700101,20991231,
"2649950M1216",0,"RINCHU_DRUG","ヘパリン類似物質ゲル０．３％「ケンエー」",0,"None",19700101,20991231,
"2649976X1012",0,"RINCHU_DRUG","タンニン酸",0,"None",19700101,20991231,
"2652700X1043",0,"RINCHU_DRUG","サリチル酸「ケンエー」",0,"None",19700101,20991231,
"2652701M1025",0,"RINCHU_DRUG","５％サリチル酸ワセリン軟膏東豊",0,"None",19700101,20991231,
"2652701M2021",0,"RINCHU_DRUG","１０％サリチル酸ワセリン軟膏東豊",0,"None",19700101,20991231,
"2653700X1016",0,"RINCHU_DRUG","チアントール",0,"None",19700101,20991231,
"2654700X1013",0,"RINCHU_DRUG","モクタール",0,"None",19700101,20991231,
"2655700M1081",0,"RINCHU_DRUG","クロトリマゾールゲル１％「日医工」",0,"None",19700101,20991231,
